data_status,round_id,group,club_id,club_name,counted,source_match_id,source_date,source_competition_type,source_competition,home_club,away_club,goals_for,goals_against,is_home,yellow_cards,red_cards,base_points,bonus_points,penalty_points,fantasy_total,fantasy_explanation,source_url,notes
loaded,GS-F3,A,bo-the-strongest,The Strongest,true,GS-F3-bo-the-strongest-2026-05-14,2026-05-10,local-league,Liga Profesional · F5,The Strongest,Real Potosí,0,0,true,4,0,1,1,-1,1,base=1(emp) CS=1 4A=-1 total=1,,
loaded,GS-F3,B,cl-universidad-de-chile,Universidad de Chile,true,GS-F3-cl-universidad-de-chile-2026-05-17,2026-05-17,local-league,Liga de Primera · F12,Cobresal,Universidad de Chile,0,1,false,1,0,0.0,0.0,-0.25,-0.25,"base=0(der) 1A=-0,25 total=-0,25",https://www.sofascore.com/es/football/match/cobresal-universidad-de-chile/lnbsrnb,
loaded,GS-F3,B,cl-universidad-de-chile,Universidad de Chile,true,GS-F3-cl-universidad-de-chile-2026-05-30,2026-05-30,local-league,Liga de Primera,Universidad de Chile,Deportes Concepción,2,1,true,6,0,3.0,0.0,-1.5,1.5,"base=3(vic) 6A=-1,5 total=1,5","https://www.sofascore.com/es/football/match/universidad-de-chile-deportes-concepcion/knbslnb#id:15353060,tab:statistics",
loaded,GS-F3,B,ec-emelec,Emelec,true,GS-F3-ec-emelec-2026-05-17,2026-05-17,local-league,LigaPro Ecuador,Manta F.C.,Emelec,0,0,false,0,0,1.0,1.0,0.0,2.0,base=1(emp) CS=1 total=2,,
loaded,GS-F3,B,ec-emelec,Emelec,true,GS-F3-ec-emelec-2026-05-20,2026-05-20,local-cup,Copa Ecuador,Emelec,Daquilema FC,0,0,true,0,0,1.0,1.0,0.0,2.0,base=1(emp) CS=1 total=2,"https://www.sofascore.com/es/football/match/daquilema-fc-emelec/ffcsiyJj#id:16141726,tab:statistics",
loaded,GS-F3,B,py-guarani,Guaraní,true,GS-F3-py-guarani-2026-05-11,2026-05-11,local-league,Primera División Paraguay,Cerro Porteño,Guaraní,0,0,false,2,0,1.0,1.0,-0.5,1.5,"base=1(emp) CS=1 2A=-0,5 total=1,5",,
loaded,GS-F3,B,py-guarani,Guaraní,true,GS-F3-py-guarani-2026-05-16,2026-05-16,local-league,Primera División Paraguay,Guaraní,Sportivo Ameliano,1,0,true,3,0,3.0,1.0,-0.75,3.25,"base=3(vic) CS=1 3A=-0,75 total=3,25",,
loaded,GS-F3,B,ar-argentinos-juniors,Argentinos Juniors,true,GS-F3-ar-argentinos-juniors-2026-05-09,2026-05-09,local-league,Liga Profesional Argentina · Octavos,Argentinos Juniors,Lanús,2,0,true,3,0,3.0,2.0,-0.75,4.25,"base=3(vic) CS=1 marg+1 3A=-0,75 total=4,25",,
loaded,GS-F3,B,ar-argentinos-juniors,Argentinos Juniors,true,GS-F3-ar-argentinos-juniors-2026-05-12,2026-05-12,local-league,Liga Profesional Argentina · Cuartos,Argentinos Juniors,Huracán,1,0,true,2,0,3.0,1.0,-0.5,3.5,"base=3(vic) CS=1 2A=-0,5 total=3,5",,
loaded,GS-F3,C,ve-deportivo-tachira,Deportivo Táchira,true,GS-F3-ve-deportivo-tachira-2026-05-09,2026-05-09,local-league,Liga FUTVE,Deportivo Táchira,Carabobo,3,1,true,2,0,3.0,1.0,-0.5,3.5,"base=3(vic) marg+1 2A=-0,5 total=3,5",,
loaded,GS-F3,C,ve-deportivo-tachira,Deportivo Táchira,true,GS-F3-ve-deportivo-tachira-2026-05-17,2026-05-17,local-league,Liga FUTVE,Metropolitanos,Deportivo Táchira,1,0,false,0,0,3.0,1.0,0.0,4.0,base=3(vic) CS=1 total=4,,
loaded,GS-F3,C,co-once-caldas,Once Caldas,true,GS-F3-co-once-caldas-2026-05-10,2026-05-10,local-league,Liga BetPlay · Cuartos ida,Once Caldas,Atlético Junior,0,1,true,1,0,0.0,0.0,-0.25,-0.25,"base=0(der) 1A=-0,25 total=-0,25",,
loaded,GS-F3,C,co-once-caldas,Once Caldas,true,GS-F3-co-once-caldas-2026-05-13,2026-05-13,local-league,Liga BetPlay · Cuartos vuelta,Atlético Junior,Once Caldas,2,2,false,3,0,1.0,0.0,-0.75,0.25,"base=1(emp) 3A=-0,75 total=0,25",,
loaded,GS-F3,C,ec-universidad-catolica,Universidad Católica,true,GS-F3-ec-universidad-catolica-2026-05-09,2026-05-09,local-league,LigaPro Ecuador,Aucas,Universidad Católica,1,2,false,0,1,0.0,0.0,-1.0,-1.0,base=0(der) 1R=-1 total=-1,,
loaded,GS-F3,C,ec-universidad-catolica,Universidad Católica,true,GS-F3-ec-universidad-catolica-2026-05-16,2026-05-16,local-league,LigaPro Ecuador,Universidad Católica,Delfín,2,2,true,2,0,1.0,0.0,-0.5,0.5,"base=1(emp) 2A=-0,5 total=0,5",,
loaded,GS-F3,C,br-bahia,Bahia,true,GS-F3-br-bahia-2026-05-09,2026-05-09,local-league,Brasileirão Série A,Bahia,Cruzeiro,1,2,true,3,0,0.0,0.0,-0.75,-0.75,"base=0(der) 3A=-0,75 total=-0,75",,
loaded,GS-F3,C,br-bahia,Bahia,true,GS-F3-br-bahia-2026-05-13,2026-05-13,local-cup,Copa do Brasil · 2ª rodada vuelta,Remo,Bahia,1,2,false,4,0,0.0,0.0,-1.0,-1.0,base=0(der) 4A=-1 total=-1,,
loaded,GS-F3,D,uy-danubio,Danubio,true,GS-F3-uy-danubio-2026-05-09,2026-05-09,local-league,Liga AUF Uruguaya · Apertura,Danubio,Albion,0,1,true,5,0,0.0,0.0,-1.25,-1.25,"base=0(der) 5A=-1,25 total=-1,25",,
loaded,GS-F3,D,uy-danubio,Danubio,true,GS-F3-uy-danubio-2026-05-18,2026-05-18,local-league,Liga AUF Uruguaya · Intermedio,Deportivo Maldonado,Danubio,1,3,false,2,1,0.0,0.0,-1.5,-1.5,"base=0(der) 2A=-0,5 1R=-1 total=-1,5",,
loaded,GS-F3,D,ec-delfin,Delfín,true,GS-F3-ec-delfin-2026-05-09,2026-05-09,local-league,LigaPro Ecuador,Técnico Universitario,Delfín,0,4,false,2,1,0.0,0.0,-2.5,-2.5,"base=0(der) der3=-1 2A=-0,5 1R=-1 total=-2,5",,
loaded,GS-F3,D,ec-delfin,Delfín,true,GS-F3-ec-delfin-2026-05-16,2026-05-16,local-league,LigaPro Ecuador,Universidad Católica,Delfín,2,2,false,3,0,1.0,0.0,-0.75,0.25,"base=1(emp) 3A=-0,75 total=0,25",,
loaded,GS-F3,D,co-atletico-bucaramanga,Atlético Bucaramanga,true,GS-F3-co-atletico-bucaramanga-2026-05-11,2026-05-11,local-cup,Copa Colombia,Deportivo Cali,Atlético Bucaramanga,0,2,false,3,1,0.0,0.0,-1.75,-1.75,"base=0(der) 3A=-0,75 1R=-1 total=-1,75",,
loaded,GS-F3,D,co-atletico-bucaramanga,Atlético Bucaramanga,true,GS-F3-co-atletico-bucaramanga-2026-05-20,2026-05-20,local-cup,Copa Colombia,Atlético Bucaramanga,Boca Juniors de Cali,2,3,true,0,0,0.0,0.0,0.0,0.0,base=0(der) total=0,"https://www.sofascore.com/es/football/match/boca-juniors-de-cali-atletico-bucaramanga/dxcsqMK#id:16142070,tab:statistics",
loaded,GS-F3,D,bo-nacional-potosi,Nacional Potosí,true,GS-F3-bo-nacional-potosi-2026-05-13,2026-05-13,local-league,Liga Profesional · F7,Bolívar,Nacional Potosí,1,1,false,2,0,1.0,0.0,-0.5,0.5,"base=1(emp) 2A=-0,5 total=0,5",,
loaded,GS-F3,D,bo-nacional-potosi,Nacional Potosí,true,GS-F3-bo-nacional-potosi-2026-05-17,2026-05-17,local-league,Liga Profesional · F8,Guabirá,Nacional Potosí,1,2,false,4,2,0.0,0.0,-3.0,-3.0,base=0(der) 4A=-1 2R=-2 total=-3,,
loaded,GS-F3,E,uy-racing-club,Racing Club,true,GS-F3-uy-racing-club-2026-05-09,2026-05-09,local-league,Liga AUF Uruguaya · Apertura,Central Español,Racing Club,0,2,false,3,0,0.0,0.0,-0.75,-0.75,"base=0(der) 3A=-0,75 total=-0,75",,
loaded,GS-F3,E,uy-racing-club,Racing Club,true,GS-F3-uy-racing-club-2026-05-17,2026-05-17,local-league,Liga AUF Uruguaya · Intermedio,Racing Club,Cerro Largo,1,0,true,3,0,3.0,1.0,-0.75,3.25,"base=3(vic) CS=1 3A=-0,75 total=3,25",,
loaded,GS-F3,E,ve-metropolitanos,Metropolitanos,true,GS-F3-ve-metropolitanos-2026-05-08,2026-05-08,local-league,Liga FUTVE,Metropolitanos,Estudiantes de Mérida,2,0,true,2,0,3.0,2.0,-0.5,4.5,"base=3(vic) CS=1 marg+1 2A=-0,5 total=4,5",,
loaded,GS-F3,E,ve-metropolitanos,Metropolitanos,true,GS-F3-ve-metropolitanos-2026-05-12,2026-05-12,local-league,Liga FUTVE,Deportivo Táchira,Metropolitanos,1,1,false,4,0,1.0,0.0,-1.0,0.0,base=1(emp) 4A=-1 total=0,,
loaded,GS-F3,E,cl-nublense,Ñublense,true,GS-F3-cl-nublense-2026-05-17,2026-05-17,local-league,Liga de Primera · F12,Colo-Colo,Ñublense,2,6,false,0,0,0.0,0.0,-1.0,-1.0,base=0(der) der3=-1 total=-1,,
loaded,GS-F3,E,cl-nublense,Ñublense,true,GS-F3-cl-nublense-2026-05-23,2026-05-23,local-league,Liga de Primera,Ñublense,Universidad de Concepción,2,2,true,3,0,1.0,0.0,-0.75,0.25,"base=1(emp) 3A=-0,75 total=0,25","https://www.sofascore.com/es/football/match/nublense-universidad-de-concepcion/JacsEPc#id:15353052,tab:statistics",
loaded,GS-F3,E,py-sportivo-ameliano,Sportivo Ameliano,true,GS-F3-py-sportivo-ameliano-2026-05-11,2026-05-11,local-league,Primera División Paraguay,Sportivo Ameliano,Deportivo Recoleta,3,2,true,3,0,3.0,0.0,-0.75,2.25,"base=3(vic) 3A=-0,75 total=2,25",,
loaded,GS-F3,E,py-sportivo-ameliano,Sportivo Ameliano,true,GS-F3-py-sportivo-ameliano-2026-05-16,2026-05-16,local-league,Primera División Paraguay,Guaraní,Sportivo Ameliano,0,1,false,2,1,0.0,0.0,-1.5,-1.5,"base=0(der) 2A=-0,5 1R=-1 total=-1,5",,
loaded,GS-F3,F,ec-aucas,Aucas,true,GS-F3-ec-aucas-2026-05-09,2026-05-09,local-league,LigaPro Ecuador,Aucas,Universidad Católica,2,1,true,1,0,3.0,0.0,-0.25,2.75,"base=3(vic) 1A=-0,25 total=2,75",,
loaded,GS-F3,F,ec-aucas,Aucas,true,GS-F3-ec-aucas-2026-05-16,2026-05-16,local-league,LigaPro Ecuador,Barcelona SC,Aucas,0,3,false,2,0,0.0,0.0,-1.5,-1.5,"base=0(der) der3=-1 2A=-0,5 total=-1,5",,
loaded,GS-F3,F,uy-cerro-largo,Cerro Largo,true,GS-F3-uy-cerro-largo-2026-05-11,2026-05-11,local-league,Liga AUF Uruguaya · Apertura,Cerro Largo,Peñarol,2,3,true,1,0,0.0,0.0,-0.25,-0.25,"base=0(der) 1A=-0,25 total=-0,25",,
loaded,GS-F3,F,uy-cerro-largo,Cerro Largo,true,GS-F3-uy-cerro-largo-2026-05-17,2026-05-17,local-league,Liga AUF Uruguaya · Intermedio,Racing Club,Cerro Largo,0,1,false,3,0,0.0,0.0,-0.75,-0.75,"base=0(der) 3A=-0,75 total=-0,75",,
loaded,GS-F3,F,bo-san-antonio-bulo-bulo,San Antonio Bulo Bulo,true,GS-F3-bo-san-antonio-bulo-bulo-2026-05-12,2026-05-12,local-league,División Profesional,Universitario,San Antonio,0,2,false,3,1,0.0,0.0,-1.75,-1.75,"base=0(der) 3A=-0,75 1R=-1 total=-1,75","https://www.sofascore.com/es/football/match/cd-san-antonio-club-fc-universitario/HlhcsAHid#id:15941999,tab:statistics",
loaded,GS-F3,F,bo-san-antonio-bulo-bulo,San Antonio Bulo Bulo,true,GS-F3-bo-san-antonio-bulo-bulo-2026-05-31,2026-05-31,local-league,División Profesional,Guabirá,San Antonio,1,2,false,2,2,0.0,0.0,-2.5,-2.5,"base=0(der) 2A=-0,5 2R=-2 total=-2,5","https://www.sofascore.com/es/football/match/cd-san-antonio-guabira/beusAHid#id:15942033,tab:statistics",
loaded,GS-F3,F,ve-zamora,Zamora,true,GS-F3-ve-zamora-2026-06-24,2026-06-24,local-cup,Copa Venezuela,Atlético El Vigía,Zamora,6,1,false,0,0,3.0,4.0,0.0,7.0,base=3(vic) marg+4 total=7,"https://www.sofascore.com/es/football/match/atletico-el-vigia-zamora/MzcsQed#id:16378422,tab:statistics",
loaded,GS-F3,F,ve-zamora,Zamora,true,GS-F3-ve-zamora-2026-08-02,2026-08-02,local-league,Clausura,Rayo Zuliano,Zamora,2,1,false,0,0,3.0,0.0,0.0,3.0,base=3(vic) total=3,"https://www.sofascore.com/es/football/match/deportivo-rayo-zuliano-zamora/MzcskBed#id:16687823,tab:statistics",
loaded,GS-F3,G,bo-gv-san-jose,GV San José,true,GS-F3-bo-gv-san-jose-2026-05-09,2026-05-09,local-league,Liga Profesional · F6,Guabirá,GV San José,3,0,false,1,0,3.0,3.0,-0.25,5.75,"base=3(vic) CS=1 marg+2 1A=-0,25 total=5,75",,
loaded,GS-F3,G,bo-gv-san-jose,GV San José,true,GS-F3-bo-gv-san-jose-2026-05-23,2026-05-23,local-league,División Profesional,GV San José,Real Tomayapo,3,2,true,1,0,3.0,0.0,-0.25,2.75,"base=3(vic) 1A=-0,25 total=2,75","https://www.sofascore.com/es/football/match/gv-san-jose-cd-real-tomayapo/KnJcstfce#id:16389660,tab:statistics",
loaded,GS-F3,G,py-general-caballero,General Caballero (JLM),true,GS-F3-py-general-caballero-2026-05-10,2026-05-10,local-league,División Intermedia · F6,General Caballero JLM,Deportivo Capiatá,1,2,true,3,0,0.0,0.0,-0.75,-0.75,"base=0(der) 3A=-0,75 total=-0,75",,
loaded,GS-F3,G,py-general-caballero,General Caballero (JLM),true,GS-F3-py-general-caballero-2026-05-17,2026-05-17,local-league,División Intermedia · F7,General Caballero JLM,Sol de América,3,2,true,1,0,3.0,0.0,-0.25,2.75,"base=3(vic) 1A=-0,25 total=2,75",,
loaded,GS-F3,G,ve-rayo-zuliano,Rayo Zuliano,true,GS-F3-ve-rayo-zuliano-2026-06-24,2026-06-24,local-cup,Copa Venezuela,Trujillanos,Rayo Zuliano,0,0,false,0,0,1.0,1.0,0.0,2.0,base=1(emp) CS=1 total=2,"https://www.sofascore.com/es/football/match/deportivo-rayo-zuliano-trujillanos-fc/KzcskBed#id:16378414,tab:statistics",
loaded,GS-F3,G,ve-rayo-zuliano,Rayo Zuliano,true,GS-F3-ve-rayo-zuliano-2026-08-02,2026-08-02,local-league,Clausura,Rayo Zuliano,Zamora,1,2,true,1,0,0.0,0.0,-0.25,-0.25,"base=0(der) 1A=-0,25 total=-0,25","https://www.sofascore.com/es/football/match/deportivo-rayo-zuliano-zamora/MzcskBed#id:16687823,tab:statistics",
loaded,GS-F3,G,pe-adt,ADT,true,GS-F3-pe-adt-2026-05-09,2026-05-09,local-league,Liga 1 · F14,Deportivo Moquegua,ADT,2,2,false,5,0,1.0,0.0,-1.25,-0.25,"base=1(emp) 5A=-1,25 total=-0,25",,
loaded,GS-F3,G,pe-adt,ADT,true,GS-F3-pe-adt-2026-05-17,2026-05-17,local-league,Liga 1 · F15,ADT,Comerciantes Unidos,2,0,true,2,0,3.0,2.0,-0.5,4.5,"base=3(vic) CS=1 marg+1 2A=-0,5 total=4,5",,
loaded,GS-F3,H,ve-anzoategui,Anzoátegui,true,GS-F3-ve-anzoategui-2026-06-24,2026-06-24,local-cup,Copa Venezuela,Atlético Ávila,Anzoátegui,3,1,false,0,0,3.0,1.0,0.0,4.0,base=3(vic) marg+1 total=4,"https://www.sofascore.com/es/football/match/atletico-avila-fc-anzoategui-fc/TyrdsVquj#id:16378417,tab:statistics",
loaded,GS-F3,H,ve-anzoategui,Anzoátegui,true,GS-F3-ve-anzoategui-2026-08-06,2026-08-06,local-league,Clausura,Anzoátegui,Rayo Zuliano,1,0,true,1,0,3.0,1.0,-0.25,3.75,"base=3(vic) CS=1 1A=-0,25 total=3,75","https://www.sofascore.com/es/football/match/anzoategui-fc-deportivo-rayo-zuliano/kBedsTyrd#id:16728437,tab:statistics",
loaded,GS-F3,H,ec-orense,Orense,true,GS-F3-ec-orense-2026-05-08,2026-05-08,local-league,LigaPro Ecuador,Orense,Leones del Norte,2,0,true,4,0,3.0,2.0,-1.0,4.0,base=3(vic) CS=1 marg+1 4A=-1 total=4,,
loaded,GS-F3,H,ec-orense,Orense,true,GS-F3-ec-orense-2026-05-18,2026-05-18,local-league,Serie A,Orense,Guayaquil City,1,0,true,0,0,3.0,1.0,0.0,4.0,base=3(vic) CS=1 total=4,"https://www.sofascore.com/es/football/match/orense-sc-guayaquil-city/aCAbsAalc#id:15502561,tab:statistics",
loaded,GS-F3,H,pe-los-chankas,Los Chankas,true,GS-F3-pe-los-chankas-2026-05-10,2026-05-10,local-league,Liga 1 · F13,Cusco FC,Los Chankas,1,1,false,2,0,1.0,0.0,-0.5,0.5,"base=1(emp) 2A=-0,5 total=0,5",,
loaded,GS-F3,H,pe-los-chankas,Los Chankas,true,GS-F3-pe-los-chankas-2026-05-17,2026-05-17,local-league,Liga 1,Deportivo Moquegua,Los Chankas,1,0,false,2,1,3.0,1.0,-1.5,2.5,"base=3(vic) CS=1 2A=-0,5 1R=-1 total=2,5","https://www.sofascore.com/es/football/match/cd-moquegua-los-chankas-cyc/eVacsYgXd#id:16022836,tab:statistics",
loaded,GS-F3,H,cl-deportes-limache,Deportes Limache,true,GS-F3-cl-deportes-limache-2026-05-16,2026-05-16,local-league,Liga de Primera · F12,Deportes Limache,Universidad Católica,0,2,true,5,2,0.0,0.0,-3.25,-3.25,"base=0(der) 5A=-1,25 2R=-2 total=-3,25",,
loaded,GS-F3,H,cl-deportes-limache,Deportes Limache,true,GS-F3-cl-deportes-limache-2026-05-24,2026-05-24,local-league,Liga de Primera,Deportes La Serena,Deportes Limache,1,4,false,0,0,0.0,0.0,-1.0,-1.0,base=0(der) der3=-1 total=-1,"https://www.sofascore.com/es/football/match/deportes-limache-deportes-la-serena/GacsGxHc#id:15353167,tab:statistics",
